n,d,degree,seed,basis_size_m,generator_type,solver,method,round,status,value,solve_time,wall_time,error,basis_condition,is_success,finite_value,sos_value,gap_to_sos,rel_gap_to_sos
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-6.695818260922312,0.003729368,0.2915145610459149,,83.37189229140616,True,-6.695818260922312,0.16311526639638813,6.8589335273187,6.8589335273187
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-1.574593847367887,0.0042762,0.3105648229829967,,80.1549042306758,True,-1.574593847367887,0.16311526639638813,1.7377091137642753,1.7377091137642753
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,-0.3198238993119554,0.003893672,0.31099309399724007,,95.27927457538104,True,-0.3198238993119554,0.16311526639638813,0.4829391657083435,0.4829391657083435
2,3,6,6,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.1631152274764733,0.00277374,0.2844824419589713,,404941.73932994844,True,0.1631152274764733,0.16311526639638813,3.8919914818746904e-08,3.8919914818746904e-08
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.41496124455536243,0.001978155,0.061569045996293426,,1.0,True,0.41496124455536243,0.41496124455536243,0.0,0.0
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal,-6474.6665773668665,0.005684575,0.3064904409693554,,1.0,True,-6474.6665773668665,0.41496124455536243,6475.081538611422,6475.081538611422
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-2.2811864029894013,0.010231141,0.30859363300260156,,421.882824344756,True,-2.2811864029894013,0.41496124455536243,2.696147647544764,2.696147647544764
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,0.4058819622389679,0.004658329,0.35907546093221754,,10.49245783225539,True,0.4058819622389679,0.41496124455536243,0.009079282316394544,0.009079282316394544
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,0.4149419238904654,0.00686326,0.3201459610136226,,48.74598348979635,True,0.4149419238904654,0.41496124455536243,1.932066489701567e-05,1.932066489701567e-05
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,0.4149610943266075,0.004213841,0.3063531119842082,,531.6783123225404,True,0.4149610943266075,0.41496124455536243,1.502287549359771e-07,1.502287549359771e-07
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,0.41496121120092466,0.003089752,0.3263947560917586,,5833.217867290447,True,0.41496121120092466,0.41496124455536243,3.335443776730784e-08,3.335443776730784e-08
2,3,6,7,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.4149612136278365,0.003694218,0.30946916807442904,,192634.226274852,True,0.4149612136278365,0.41496124455536243,3.092752592914749e-08,3.092752592914749e-08
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,1.2983432085837912,0.002424919,0.0690325959585607,,1.0,True,1.2983432085837912,1.2983432085837912,0.0,0.0
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,exception,,,0.32938807702157646,"SolverError(""Solver 'CLARABEL' failed. Try another solver, or solve with verbose=True for more information."")",1.0,False,,1.2983432085837912,,
2,3,6,8,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,1.2983430661512905,0.002751305,0.2900276919826865,,405868.8222265503,True,1.2983430661512905,1.2983432085837912,1.4243250068268765e-07,1.0970327394252741e-07
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.19725515012254075,0.002009492,0.062029305030591786,,1.0,True,0.19725515012254075,0.19725515012254075,0.0,0.0
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,optimal_inaccurate,-271002.70533447753,0.006707695,0.29429419804364443,,1.0,True,-271002.70533447753,0.19725515012254075,271002.90258962766,271002.90258962766
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,1,optimal,-126.7974988742353,0.011977522,0.3604527370771393,,3027.7876184189863,True,-126.7974988742353,0.19725515012254075,126.99475402435785,126.99475402435785
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,2,optimal,-5.373067141232726,0.00674626,0.3104487550444901,,191.89539038165626,True,-5.373067141232726,0.19725515012254075,5.570322291355266,5.570322291355266
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,3,optimal,-1.2327378194355527,0.004304894,0.3261155280051753,,81.35032023122064,True,-1.2327378194355527,0.19725515012254075,1.4299929695580935,1.4299929695580935
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,4,optimal,-0.22415820820829507,0.004477953,0.30603609001263976,,142.15615142773052,True,-0.22415820820829507,0.19725515012254075,0.4214133583308358,0.4214133583308358
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,5,optimal,0.09791948861360845,0.005817533,0.3518958259373903,,346.28305931836303,True,0.09791948861360845,0.19725515012254075,0.09933566150893229,0.09933566150893229
2,3,6,9,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.19725510189106743,0.002335428,0.31023033091332763,,288055.93021632405,True,0.19725510189106743,0.19725515012254075,4.8231473315230033e-08,4.8231473315230033e-08
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.0535615856661635,0.001961851,0.09344431199133396,,1.0,True,0.0535615856661635,0.0535615856661635,0.0,0.0
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sdsos_plus,0,infeasible,-inf,0.004327768,0.2890208800090477,,1.0,False,,0.0535615856661635,,
3,2,4,0,10,hard_sos_random_psd_gram,CLARABEL,sos_basis_sdsos,0,optimal,0.05356136069745539,0.003576875,0.32958943501580507,,268679.31347203924,True,0.05356136069745539,0.0535615856661635,2.249687081137819e-07,2.249687081137819e-07
3,2,4,1,10,hard_sos_random_psd_gram,CLARABEL,sos,0,optimal,0.17728612697417714,0.002382667,0.07013237196952105,,1.0,True,0.17728612697417714,0.17728612697417714,0.0,0.0
